Concurso,Data,Dez1,Dez2,Dez3,Dez4,Dez5,Dez6,Mega,Quina,Quadra,PremioSena,PremioQuina,PremioQuadra,Cidade
1908,01/03/2017,4,10,13,23,27,57,0,95,5839,"R$0,00","R$17.555,12","R$408,02",
1909,04/03/2017,11,40,43,45,47,57,0,27,4423,"R$0,00","R$122.896,60","R$1.071,73",
1910,08/03/2017,6,9,15,22,39,48,1,219,10816,"R$59.741.202,88","R$19.333,81","R$559,23",CONCEIÇÃO DO PARÁ MG
1911,11/03/2017,16,18,23,30,32,33,0,42,2817,"R$0,00","R$36.634,43","R$780,28",
1912,15/03/2017,10,13,33,35,36,42,1,43,4556,"R$5.848.882,96","R$38.057,25","R$513,12",CAMPINA GRANDE PB
1913,18/03/2017,4,14,17,43,52,56,0,43,2960,"R$0,00","R$35.274,91","R$732,05",
1914,22/03/2017,16,29,33,39,42,44,1,27,2403,"R$5.805.678,69","R$60.549,38","R$971,90",VITORIA DE SANTO ANTÃO PE
1915,25/03/2017,2,20,21,33,48,57,0,39,3429,"R$0,00","R$53.170,03","R$863,90",
1916,29/03/2017,3,9,18,23,50,52,0,100,5478,"R$0,00","R$23.094,50","R$602,26",
1917,01/04/2017,4,21,25,33,36,46,0,70,5412,"R$0,00","R$38.222,98","R$706,26",
1918,05/04/2017,16,17,20,22,38,50,0,67,5269,"R$0,00","R$44.701,88","R$812,03",
1919,08/04/2017,11,28,37,45,54,60,0,67,5858,"R$0,00","R$50.218,80","R$820,52",
1920,12/04/2017,25,31,33,39,43,45,0,90,6586,"R$0,00","R$45.091,85","R$880,27",
1921,15/04/2017,10,15,16,19,28,35,0,127,9277,"R$0,00","R$30.856,70","R$603,45",
1922,19/04/2017,20,22,36,38,41,43,0,124,8817,"R$0,00","R$43.174,39","R$867,41",
1923,22/04/2017,9,34,42,45,46,59,0,110,9351,"R$0,00","R$50.376,11","R$846,56",
1924,26/04/2017,12,16,30,52,53,58,1,188,11382,"R$101.484.527,44","R$41.109,03","R$970,01",JACIARA MT
1925,29/04/2017,1,17,38,43,45,47,0,50,5258,"R$0,00","R$53.604,54","R$728,20",
1926,03/05/2017,2,3,14,20,30,46,1,95,6741,"R$41.318.205,91","R$31.887,41","R$641,97",SÃO PAULO SP
1927,06/05/2017,5,11,13,19,30,31,1,140,7385,"R$3.343.108,90","R$12.963,07","R$351,06",PORTO ALEGRE RS
1928,09/05/2017,10,26,28,51,53,59,0,28,1630,"R$0,00","R$31.886,89","R$782,50",
1929,11/05/2017,3,10,23,36,43,52,0,45,3225,"R$0,00","R$29.973,67","R$597,48",
1930,13/05/2017,4,17,18,37,52,56,0,50,4712,"R$0,00","R$41.471,66","R$628,66",
1931,17/05/2017,2,8,9,15,22,34,0,131,8918,"R$0,00","R$19.252,27","R$404,00",
1932,20/05/2017,10,16,21,29,44,55,0,72,5449,"R$0,00","R$38.379,16","R$724,45",
1933,24/05/2017,2,14,15,19,35,59,0,86,6417,"R$0,00","R$32.514,14","R$622,50",
1934,27/05/2017,8,23,35,39,56,59,0,105,6699,"R$0,00","R$30.987,58","R$693,85",
1935,31/05/2017,1,3,10,17,23,24,3,497,18964,"R$20.928.347,70","R$7.778,22","R$291,21",CONTAGEM MG   BOA ESPERANÇA PR   RIO DE JANEIRO RJ
1936,03/06/2017,3,12,24,40,51,52,0,43,2686,"R$0,00","R$38.440,62","R$879,13",
1937,07/06/2017,6,10,24,29,43,55,1,71,4055,"R$6.310.224,41","R$24.966,25","R$624,48",FORTALEZA CE
1938,10/06/2017,10,16,32,40,42,54,0,24,2220,"R$0,00","R$65.892,57","R$1.017,64",
1939,14/06/2017,7,24,29,39,45,52,0,59,3620,"R$0,00","R$28.676,64","R$667,68",
1940,17/06/2017,9,13,16,17,36,47,0,95,6468,"R$0,00","R$22.002,44","R$461,66",
1941,21/06/2017,1,9,24,38,48,49,1,63,4313,"R$26.572.503,56","R$38.426,22","R$801,84",PERUÍBE SP
1942,24/06/2017,6,18,20,24,43,48,0,56,4126,"R$0,00","R$24.941,71","R$483,60",
1943,28/06/2017,9,11,12,30,39,43,0,23,2870,"R$0,00","R$66.077,13","R$756,48",
1944,01/07/2017,8,9,39,47,57,59,0,41,2879,"R$0,00","R$46.673,04","R$949,53",
1945,04/07/2017,4,8,10,21,45,54,0,50,4258,"R$0,00","R$30.735,95","R$515,59",
1946,06/07/2017,4,6,39,44,52,60,0,40,3729,"R$0,00","R$56.855,82","R$871,25",
1947,08/07/2017,8,33,40,52,55,59,0,63,4250,"R$0,00","R$41.438,63","R$877,52",
1948,12/07/2017,12,20,24,28,33,57,0,100,7199,"R$0,00","R$31.746,05","R$629,96",
1949,15/07/2017,1,6,14,22,30,56,0,130,8455,"R$0,00","R$29.304,32","R$643,67",
1950,19/07/2017,10,21,32,34,48,57,0,88,7215,"R$0,00","R$52.163,05","R$908,88",
1951,22/07/2017,14,16,19,21,33,55,0,209,13551,"R$0,00","R$26.220,25","R$577,71",
1952,26/07/2017,9,21,36,38,52,53,0,180,13017,"R$0,00","R$39.521,60","R$780,72",
1953,29/07/2017,9,26,29,42,43,45,1,237,16988,"R$107.956.102,12","R$37.495,41","R$747,28",RIO DE JANEIRO RJ
1954,02/08/2017,9,25,33,35,40,49,0,32,2483,"R$0,00","R$48.479,76","R$892,55",
1955,05/08/2017,15,27,33,36,41,45,0,147,7391,"R$0,00","R$22.299,78","R$633,60",
1956,08/08/2017,5,8,20,28,40,45,0,74,5000,"R$0,00","R$32.189,04","R$680,56",
1957,10/08/2017,2,14,22,23,29,47,1,98,8329,"R$51.557.331,87","R$34.841,20","R$585,63",CURITIBA PR
1958,12/08/2017,15,20,22,24,34,55,0,32,2670,"R$0,00","R$52.452,50","R$898,06",
1959,16/08/2017,8,21,27,35,43,56,0,94,4639,"R$0,00","R$19.568,67","R$566,45",
1960,19/08/2017,1,18,25,37,39,43,0,116,6655,"R$0,00","R$24.043,13","R$598,69",
1961,23/08/2017,17,25,26,30,32,50,0,55,4505,"R$0,00","R$52.327,94","R$912,64",
1962,26/08/2017,5,6,15,25,39,53,0,86,6431,"R$0,00","R$37.850,84","R$723,09",
1963,30/08/2017,4,5,7,34,42,60,0,80,6686,"R$0,00","R$41.892,88","R$716,08",
1964,02/09/2017,2,27,32,36,48,50,0,119,7880,"R$0,00","R$32.635,32","R$704,06",
1965,06/09/2017,26,28,35,38,48,55,1,98,6377,"R$78.022.245,31","R$47.025,82","R$1.032,40",JARDIM MS
1966,09/09/2017,10,13,19,32,40,60,0,29,2758,"R$0,00","R$47.097,01","R$707,45",
1967,13/09/2017,13,30,32,39,46,54,0,43,3175,"R$0,00","R$40.787,97","R$789,14",
1968,16/09/2017,35,36,39,44,48,52,0,48,3782,"R$0,00","R$46.060,89","R$835,12",
1969,19/09/2017,8,20,30,32,48,59,0,20,1999,"R$0,00","R$73.292,36","R$1.047,55",
1970,21/09/2017,5,10,18,24,39,52,0,87,6153,"R$0,00","R$25.762,24","R$520,37",
1971,23/09/2017,4,10,41,44,52,54,0,39,4001,"R$0,00","R$67.779,73","R$943,83",
1972,27/09/2017,9,16,20,54,57,59,0,85,5317,"R$0,00","R$36.786,15","R$840,11",
1973,30/09/2017,1,12,16,17,52,60,0,110,7294,"R$0,00","R$32.691,06","R$704,30",
1974,04/10/2017,4,19,27,38,54,57,1,141,8994,"R$54.268.048,74","R$27.566,76","R$617,38",ASSIS SP
1975,07/10/2017,8,11,24,26,47,57,1,76,5845,"R$22.575.348,57","R$33.102,68","R$614,88",GUARULHOS SP
1976,11/10/2017,12,14,19,25,52,59,0,62,3551,"R$0,00","R$24.797,36","R$618,51",
1977,14/10/2017,3,16,28,32,34,37,1,91,4723,"R$5.889.546,54","R$18.238,97","R$502,02",COLATINA ES
1978,17/10/2017,2,6,22,44,55,57,0,29,2089,"R$0,00","R$30.492,05","R$604,71",
1979,19/10/2017,22,23,29,32,38,45,1,32,2677,"R$3.951.513,94","R$39.401,20","R$672,84",MUZAMBINHO MG
1980,21/10/2017,12,16,17,18,34,37,0,77,4689,"R$0,00","R$22.167,05","R$520,02",
1981,25/10/2017,6,15,19,37,39,53,0,85,5215,"R$0,00","R$24.999,36","R$582,09",
1982,28/10/2017,4,14,20,24,46,50,1,45,4144,"R$20.777.195,15","R$55.730,37","R$864,54",CURITIBA PR
1983,01/11/2017,5,6,10,14,22,36,1,73,4884,"R$2.598.401,89","R$19.322,76","R$412,58",COTIA SP
1984,04/11/2017,21,29,32,35,43,50,0,13,1743,"R$0,00","R$104.873,13","R$1.117,40",
1985,07/11/2017,9,28,29,34,36,55,0,36,2503,"R$0,00","R$38.578,22","R$792,65",
1986,09/11/2017,23,36,43,44,55,56,0,41,3164,"R$0,00","R$46.212,57","R$855,47",
1987,11/11/2017,10,14,31,34,45,58,0,59,3920,"R$0,00","R$38.516,27","R$828,15",
1988,16/11/2017,5,10,39,42,46,54,0,87,5711,"R$0,00","R$29.177,91","R$634,98",
1989,18/11/2017,15,22,30,32,40,58,0,47,3280,"R$0,00","R$56.106,95","R$1.148,53",
1990,22/11/2017,11,24,26,34,37,59,0,78,5852,"R$0,00","R$41.488,51","R$789,98",
1991,25/11/2017,19,20,28,34,36,44,0,80,6152,"R$0,00","R$48.195,29","R$895,32",
1992,29/11/2017,5,11,13,21,53,54,2,142,11405,"R$32.953.918,65","R$28.999,41","R$515,80",CAMPOS BELOS GO   ARAGUARI MG
1993,02/12/2017,6,17,33,48,50,57,0,39,3063,"R$0,00","R$42.108,85","R$765,93",
1994,06/12/2017,2,5,12,32,40,44,0,51,3686,"R$0,00","R$35.175,84","R$695,28",
1995,09/12/2017,14,26,29,35,37,39,0,66,4840,"R$0,00","R$38.617,02","R$752,27",
1996,13/12/2017,7,20,21,24,40,56,0,144,4933,"R$0,00","R$19.401,81","R$809,08",
1997,16/12/2017,1,7,14,31,35,46,0,86,6280,"R$0,00","R$36.389,62","R$711,89",
1998,19/12/2017,8,21,24,25,52,57,0,61,4810,"R$0,00","R$36.388,03","R$659,24",
1999,21/12/2017,15,37,38,42,49,50,0,73,4434,"R$0,00","R$39.877,23","R$937,89",
2000,31/12/2017,3,6,10,17,34,37,17,4862,173428,"R$18.042.279,04","R$10.565,03","R$423,12",CRUZ DAS ALMAS BA   PRADO BA   URUÇUCA BA   CARMO DO CAJURU MG   CONTAGEM MG   BELÉM PA   RIO AZUL PR   SÃO JOÃO DO TRIUNFO PR   RIO DE JANEIRO RJ   SEROPÉDICA RJ   BRUSQUE SC   GUARULHOS SP   SÃO PAULO SP
2001,03/01/2018,20,22,36,42,52,60,0,12,1214,"R$0,00","R$85.088,83","R$1.201,53",
2002,06/01/2018,4,28,30,38,46,59,0,24,2214,"R$0,00","R$69.257,39","R$1.072,51",
2003,10/01/2018,28,34,40,43,50,51,0,16,1865,"R$0,00","R$109.937,90","R$1.347,38",
2004,13/01/2018,1,5,14,23,35,45,3,79,6444,"R$4.095.573,45","R$28.198,54","R$493,85",CURITIBA PR   JULIO DE CASTILHOS RS   SANTA RITA DO PASSA QUATRO SP
2005,17/01/2018,11,19,22,33,34,53,0,44,4052,"R$0,00","R$42.875,50","R$665,11",
2006,20/01/2018,1,9,14,20,25,54,0,71,5500,"R$0,00","R$31.319,78","R$577,58",
2007,24/01/2018,4,14,39,41,54,58,0,42,3340,"R$0,00","R$53.296,38","R$957,42",
2008,27/01/2018,22,27,33,42,58,59,0,49,4215,"R$0,00","R$51.384,62","R$853,36",
2009,31/01/2018,1,37,44,46,48,50,0,46,3665,"R$0,00","R$59.350,17","R$1.064,16",
2010,03/02/2018,8,10,18,34,39,56,0,106,7436,"R$0,00","R$33.705,40","R$686,38",
2011,06/02/2018,2,28,32,35,54,58,0,119,5949,"R$0,00","R$21.054,02","R$601,64",
2012,08/02/2018,8,11,27,35,36,51,0,107,6828,"R$0,00","R$32.506,98","R$727,72",
2013,10/02/2018,6,23,30,36,53,56,0,159,8465,"R$0,00","R$25.057,74","R$672,37",
2014,14/02/2018,16,32,40,46,53,56,0,46,4140,"R$0,00","R$65.621,53","R$1.041,61",
2015,17/02/2018,17,18,27,32,39,58,1,130,12558,"R$104.545.829,37","R$51.593,19","R$762,98",Curitiba PR
2016,21/02/2018,4,11,17,18,21,48,0,64,4543,"R$0,00","R$23.975,93","R$482,51",
2017,24/02/2018,2,10,11,24,38,56,0,123,6125,"R$0,00","R$16.317,17","R$468,10",
2018,28/02/2018,11,22,25,27,55,59,0,83,4661,"R$0,00","R$26.039,70","R$662,42",
2019,03/03/2018,23,41,46,52,54,59,0,54,4043,"R$0,00","R$48.889,92","R$932,84",
2020,07/03/2018,2,36,46,48,57,60,0,46,4530,"R$0,00","R$67.325,96","R$976,66",
2021,10/03/2018,7,14,32,37,40,60,0,101,6982,"R$0,00","R$35.079,74","R$724,93",
2022,14/03/2018,4,28,45,48,52,60,0,79,6343,"R$0,00","R$47.183,15","R$839,50",
2023,17/03/2018,1,6,7,8,23,56,2,217,13622,"R$29.864.355,95","R$19.603,05","R$446,11",Curitiba PR   RIO DE JANEIRO RJ
2024,21/03/2018,16,20,23,29,35,47,0,45,3221,"R$0,00","R$32.255,05","R$643,75",
2025,24/03/2018,4,24,46,52,55,56,0,53,3730,"R$0,00","R$47.718,26","R$968,62",
2026,28/03/2018,10,23,31,33,51,52,0,105,6365,"R$0,00","R$24.755,26","R$583,39",
2027,31/03/2018,11,15,29,37,39,44,0,76,4916,"R$0,00","R$32.815,34","R$724,73",
2028,04/04/2018,7,11,24,36,42,58,4,261,9867,"R$10.251.126,97","R$11.811,65","R$446,34",VIAMÃO RS   PIRACICABA SP   SÃO PAULO SP
2029,07/04/2018,6,15,18,33,37,40,0,78,4398,"R$0,00","R$21.901,60","R$554,90",
2030,11/04/2018,4,27,38,40,58,59,1,63,4017,"R$22.122.662,60","R$39.656,35","R$888,49",UNAÍ MG
2031,14/04/2018,18,23,37,39,50,55,0,48,3252,"R$0,00","R$36.807,99","R$776,13",
2032,17/04/2018,6,14,19,20,39,53,0,27,2075,"R$0,00","R$41.286,89","R$767,46",
2033,20/04/2018,10,18,33,38,40,43,1,27,3644,"R$9.349.630,55","R$81.258,67","R$860,11",BRASÍLIA DF
2034,25/04/2018,6,7,13,17,22,56,1,89,5597,"R$2.777.651,27","R$16.942,34","R$384,86",SÃO PAULO SP
2035,28/04/2018,30,35,36,38,49,52,0,37,2668,"R$0,00","R$58.611,61","R$1.161,18",
2036,02/05/2018,7,8,19,23,27,58,0,91,6675,"R$0,00","R$21.948,81","R$427,46",
2037,05/05/2018,14,16,23,30,45,60,0,48,4609,"R$0,00","R$58.276,76","R$867,02",
2038,08/05/2018,6,25,26,35,38,40,0,28,2768,"R$0,00","R$65.960,70","R$953,18",
2039,10/05/2018,6,12,22,28,31,44,0,91,6415,"R$0,00","R$28.718,92","R$581,98",
2040,12/05/2018,6,9,41,54,56,58,0,67,5680,"R$0,00","R$52.696,38","R$887,99",
2041,16/05/2018,10,12,22,25,42,54,1,120,9310,"R$58.932.070,38","R$34.570,08","R$636,55",BRASÍLIA DF
2042,19/05/2018,14,22,29,32,33,35,0,47,3018,"R$0,00","R$34.505,69","R$767,66",
2043,23/05/2018,21,38,53,56,57,58,0,19,2258,"R$0,00","R$88.579,73","R$1.064,79",
2044,26/05/2018,7,14,47,54,56,60,0,49,3612,"R$0,00","R$39.699,63","R$769,37",
2045,30/05/2018,15,25,27,45,46,50,1,70,3921,"R$29.066.470,84","R$34.314,21","R$875,13",PRIMEIRO DE MAIO PR
2046,02/06/2018,3,6,11,27,28,46,0,80,4630,"R$0,00","R$17.146,56","R$423,24",
2047,06/06/2018,1,18,19,29,44,54,0,30,2390,"R$0,00","R$55.914,69","R$1.002,65",
2048,09/06/2018,10,19,26,35,38,39,0,36,3611,"R$0,00","R$57.189,69","R$814,50",
2049,13/06/2018,10,19,27,31,51,53,0,49,4216,"R$0,00","R$41.855,71","R$694,94",
2050,16/06/2018,8,31,32,33,38,50,0,34,3540,"R$0,00","R$75.709,93","R$1.038,79",
2051,20/06/2018,1,5,6,37,44,53,0,46,5251,"R$0,00","R$55.764,52","R$697,87",
2052,23/06/2018,50,51,56,57,58,59,4,152,4816,"R$9.627.559,21","R$17.089,52","R$770,52",SALVADOR BA   MARANGUAPE CE   MARABÁ PA   CANOAS RS
2053,27/06/2018,12,22,27,37,40,55,0,17,1582,"R$0,00","R$66.063,41","R$1.014,15",
2054,30/06/2018,4,7,12,22,26,39,0,80,5237,"R$0,00","R$20.194,81","R$440,70",
2055,03/07/2018,6,25,35,43,46,53,0,41,2209,"R$0,00","R$31.190,36","R$827,00",
2056,05/07/2018,18,22,29,34,36,47,0,80,4927,"R$0,00","R$24.597,04","R$570,54",
2057,07/07/2018,10,13,20,37,38,54,0,42,4086,"R$0,00","R$46.108,12","R$677,06",
2058,11/07/2018,4,19,23,29,56,59,0,81,5435,"R$0,00","R$30.543,83","R$650,29",
2059,14/07/2018,4,5,36,40,44,56,0,77,5562,"R$0,00","R$39.904,70","R$789,19",
2060,18/07/2018,8,9,11,25,39,41,0,186,8570,"R$0,00","R$19.455,08","R$603,20",
2061,21/07/2018,33,36,40,44,45,54,0,93,6899,"R$0,00","R$45.677,31","R$879,62",
2062,25/07/2018,8,10,15,23,25,34,1,192,13804,"R$73.450.153,75","R$27.128,74","R$539,04",SÃO LUIS MA
2063,28/07/2018,6,10,19,24,25,29,0,94,5511,"R$0,00","R$16.561,93","R$403,56",
2064,01/08/2018,10,14,36,53,55,60,0,68,3311,"R$0,00","R$24.717,90","R$725,20",
2065,04/08/2018,4,11,20,30,37,43,0,74,4900,"R$0,00","R$37.180,01","R$802,13",
2066,08/08/2018,6,25,27,35,45,55,1,104,7345,"R$35.155.103,28","R$27.320,77","R$552,63",SÃO PAULO SP
2067,11/08/2018,2,11,13,26,32,59,0,57,3828,"R$0,00","R$28.876,29","R$614,25",
2068,14/08/2018,3,5,9,40,42,47,0,46,2466,"R$0,00","R$24.333,27","R$648,43",
2069,16/08/2018,3,17,34,35,40,48,0,48,3638,"R$0,00","R$30.930,59","R$583,00",
2070,18/08/2018,5,26,27,34,42,48,0,84,5654,"R$0,00","R$25.629,96","R$543,96",
2071,22/08/2018,24,33,34,35,46,60,0,33,3760,"R$0,00","R$75.294,40","R$944,04",
2072,25/08/2018,10,12,13,20,22,54,0,135,8860,"R$0,00","R$21.303,29","R$463,71",
2073,29/08/2018,12,15,18,30,52,55,0,80,5335,"R$0,00","R$36.914,78","R$790,78",
2074,01/09/2018,8,18,23,37,42,58,2,172,8812,"R$22.327.541,33","R$19.405,99","R$541,11",PASSOS MG   SÃO SEBASTIÃO SP
2075,05/09/2018,7,9,23,33,57,59,0,98,5737,"R$0,00","R$21.221,93","R$517,87",
2076,08/09/2018,5,6,12,15,22,43,0,86,5364,"R$0,00","R$22.660,94","R$519,02",
2077,12/09/2018,13,16,26,35,37,39,1,117,6080,"R$27.758.694,68","R$20.198,69","R$555,27",ARAPUTANGA MT
2078,15/09/2018,2,11,15,30,36,39,0,26,2715,"R$0,00","R$58.827,22","R$804,79",
2079,18/09/2018,1,2,14,37,55,58,0,23,1681,"R$0,00","R$43.305,35","R$846,45",
2080,20/09/2018,10,22,40,46,55,58,0,38,2892,"R$0,00","R$43.325,46","R$813,26",
2081,22/09/2018,13,18,35,40,41,42,1,128,4287,"R$21.763.750,54","R$15.918,03","R$678,96",ITAGUARA MG
2082,26/09/2018,6,25,33,42,48,49,1,32,2640,"R$2.420.701,10","R$41.065,46","R$711,09",VITÓRIA ES
2083,29/09/2018,1,18,19,33,56,60,0,80,3935,"R$0,00","R$18.316,40","R$531,97",
2084,03/10/2018,7,20,26,37,38,39,0,48,2667,"R$0,00","R$32.980,17","R$847,95",
2085,06/10/2018,12,21,25,37,38,49,0,64,4786,"R$0,00","R$36.356,37","R$694,52",
2086,10/10/2018,4,35,43,46,47,53,0,33,4355,"R$0,00","R$68.459,21","R$741,07",
2087,13/10/2018,2,18,19,23,34,53,1,52,4898,"R$27.364.769,44","R$41.598,96","R$630,91",MARABÁ PA
2088,17/10/2018,3,14,24,27,38,56,1,56,3262,"R$2.526.635,00","R$24.492,89","R$600,68",CASTRO ALVES BA
2089,20/10/2018,5,10,32,38,48,49,0,29,2665,"R$0,00","R$53.143,74","R$826,14",
2090,23/10/2018,8,11,18,37,40,51,0,43,2659,"R$0,00","R$32.027,59","R$739,90",
2091,25/10/2018,10,11,12,37,38,59,1,75,3855,"R$20.024.894,84","R$25.054,96","R$696,35",Curitiba PR
2092,27/10/2018,11,13,15,17,22,27,0,175,6609,"R$0,00","R$7.503,65","R$283,84",
2093,31/10/2018,8,14,27,34,52,54,0,46,3177,"R$0,00","R$33.553,03","R$694,02",
2094,03/11/2018,4,16,19,31,33,44,0,66,4528,"R$0,00","R$26.830,90","R$558,69",
2095,07/11/2018,16,29,35,43,49,56,0,78,4637,"R$0,00","R$30.872,83","R$741,88",
2096,10/11/2018,6,11,13,19,24,51,0,185,10842,"R$0,00","R$14.941,13","R$364,20",
2097,14/11/2018,9,24,28,45,49,51,0,113,6422,"R$0,00","R$25.984,88","R$653,17",
2098,17/11/2018,2,8,18,27,38,60,0,85,6551,"R$0,00","R$33.312,96","R$617,48",
2099,21/11/2018,5,15,20,27,30,58,0,97,7549,"R$0,00","R$34.495,53","R$633,20",
2100,24/11/2018,1,10,11,13,35,49,1,266,15540,"R$69.186.484,11","R$17.704,75","R$432,93",INDAIATUBA SP
2101,28/11/2018,2,8,18,37,56,58,0,61,3852,"R$0,00","R$23.013,76","R$520,63",
2102,01/12/2018,4,6,17,34,51,57,0,77,4557,"R$0,00","R$25.027,75","R$604,13",
2103,04/12/2018,3,13,40,44,46,50,0,40,2226,"R$0,00","R$34.939,71","R$896,92",
2104,06/12/2018,2,10,12,27,45,56,0,79,5762,"R$0,00","R$23.992,25","R$469,92",
2105,08/12/2018,11,13,16,24,31,46,0,106,6029,"R$0,00","R$22.882,49","R$574,73",
2106,12/12/2018,3,27,36,39,40,43,0,82,5610,"R$0,00","R$35.639,55","R$744,19",
2107,15/12/2018,8,38,44,50,56,60,0,72,5454,"R$0,00","R$46.944,97","R$885,33",
2108,18/12/2018,19,22,29,41,44,59,0,58,4051,"R$0,00","R$41.585,34","R$850,56",
2109,20/12/2018,4,12,16,34,44,49,0,125,7480,"R$0,00","R$25.268,09","R$603,22",
2110,31/12/2018,5,10,12,18,25,33,52,7688,303857,"R$5.818.007,36","R$6.644,73","R$240,17",RIO BRANCO AC   MANAUS AM   EUCLIDES DA CUNHA BA   FEIRA DE SANTANA BA   MATA DE SÃO JOÃO BA   SALVADOR BA   VALENÇA BA   VÁRZEA ALEGRE CE   BRASÍLIA DF   BELA VISTA DE GOIÁS GO   JATAÍ GO   PEDREIRAS MA   SÃO LUIS MA   ALFENAS MG   BELO HORIZONTE MG   DIVINÓPOLIS MG   MARTINHO CAMPOS MG   SÃO SEBASTIÃO DO PARAÍSO MG   CORUMBÁ MS   COSTA RICA MS   COXIM MS   ALMEIRIM PA   ITAITUBA PA   JOÃO PESSOA PB   LAGOA DO ITAENGA PE   CAMPO MOURÃO PR   Curitiba PR   Angra dos Reis RJ   BARRA DO PIRAÍ RJ   NOVA IGUAÇU RJ   RIO DE JANEIRO RJ   SANTO ANTÔNIO DE PÁDUA RJ   BLUMENAU SC   ADAMANTINA SP   GUARUJÁ SP   PEDREIRA SP   PRAIA GRANDE SP   Ribeirão Preto SP   SÃO BERNARDO DO CAMPO SP   SÃO PAULO SP   VOTORANTIM SP   Canal Eletrônico XX
2111,02/01/2019,1,41,44,46,54,58,0,4,689,"R$0,00","R$169.338,14","R$1.404,42",
2112,05/01/2019,17,39,43,46,52,53,0,34,2547,"R$0,00","R$48.935,85","R$933,20",
2113,09/01/2019,11,14,21,25,46,50,0,30,2752,"R$0,00","R$63.724,36","R$992,38",
2114,12/01/2019,17,25,30,35,42,57,0,70,4376,"R$0,00","R$34.091,54","R$779,05",
2115,15/01/2019,4,19,27,35,40,44,0,75,4470,"R$0,00","R$23.377,95","R$560,35",
2116,17/01/2019,1,9,19,21,34,54,0,91,5468,"R$0,00","R$24.748,67","R$588,39",
2117,19/01/2019,4,28,29,30,43,52,0,44,4036,"R$0,00","R$60.858,91","R$947,82",
2118,23/01/2019,11,12,20,40,41,46,1,58,4135,"R$37.902.607,11","R$53.100,77","R$1.064,03",TERESÓPOLIS RJ
2119,26/01/2019,19,21,26,31,42,49,0,46,2569,"R$0,00","R$33.531,53","R$857,72",
2120,30/01/2019,13,20,24,25,38,41,0,61,3897,"R$0,00","R$34.732,22","R$776,66",
2121,02/02/2019,8,10,17,29,37,40,1,82,5493,"R$24.666.686,76","R$31.988,03","R$682,17",RIO DE JANEIRO RJ
2122,06/02/2019,3,11,15,21,27,49,0,92,4938,"R$0,00","R$15.878,62","R$422,62",
2123,09/02/2019,14,15,47,50,56,59,0,28,2301,"R$0,00","R$67.090,90","R$1.166,29",
2124,13/02/2019,2,11,20,31,43,47,0,41,3660,"R$0,00","R$48.151,82","R$770,57",
2125,16/02/2019,1,31,44,46,53,58,0,55,4090,"R$0,00","R$48.968,88","R$940,72",
2126,20/02/2019,7,12,24,27,39,58,0,130,8139,"R$0,00","R$21.346,79","R$487,08",
2127,23/02/2019,1,7,28,30,44,46,0,76,6182,"R$0,00","R$42.197,60","R$741,09",
2128,26/02/2019,11,16,24,46,54,55,0,47,4353,"R$0,00","R$50.144,89","R$773,45",
2129,28/02/2019,6,12,31,32,46,60,0,50,5113,"R$0,00","R$62.827,80","R$877,70",
2130,02/03/2019,13,16,36,53,54,55,0,101,7900,"R$0,00","R$42.283,94","R$772,27",
2131,06/03/2019,2,3,6,18,20,28,1,414,16733,"R$78.938.208,62","R$9.335,09","R$329,94",GRAVATAÍ RS
2132,09/03/2019,5,18,30,35,39,60,0,41,2912,"R$0,00","R$41.495,70","R$834,63",
2133,13/03/2019,19,20,26,51,52,57,0,32,2790,"R$0,00","R$58.792,56","R$963,31",
2134,16/03/2019,6,21,34,46,54,59,0,60,4157,"R$0,00","R$39.699,48","R$818,57",
2135,20/03/2019,9,23,28,40,48,59,1,50,4546,"R$32.689.083,52","R$58.359,12","R$916,96",SALVADOR BA
2136,23/03/2019,1,8,11,22,30,35,0,63,4209,"R$0,00","R$25.942,87","R$554,72",
2137,27/03/2019,1,2,11,12,34,49,0,45,4488,"R$0,00","R$36.544,41","R$523,45",
2138,30/03/2019,4,13,14,21,30,34,0,59,4532,"R$0,00","R$36.206,08","R$673,35",
2139,03/04/2019,14,23,29,41,57,58,0,65,3441,"R$0,00","R$34.758,78","R$937,98",
2140,06/04/2019,17,20,26,36,42,54,0,66,5044,"R$0,00","R$46.099,13","R$861,71",
2141,10/04/2019,10,11,17,19,37,41,0,117,8868,"R$0,00","R$27.422,28","R$516,85",
2142,13/04/2019,7,40,44,50,52,57,0,65,5028,"R$0,00","R$55.484,51","R$1.024,68",
2143,17/04/2019,2,12,35,51,57,58,0,81,6545,"R$0,00","R$48.904,73","R$864,62",
2144,20/04/2019,7,16,21,33,55,60,0,188,10251,"R$0,00","R$21.418,23","R$561,14",
2145,24/04/2019,6,8,28,51,53,59,0,115,10504,"R$0,00","R$55.420,70","R$866,79",
2146,27/04/2019,16,18,31,39,42,44,0,283,15338,"R$0,00","R$30.594,81","R$806,43",
2147,02/05/2019,17,19,37,41,42,49,0,366,28045,"R$0,00","R$28.739,81","R$535,81",
2148,04/05/2019,8,15,32,33,58,59,0,296,21684,"R$0,00","R$37.666,84","R$734,53",
2149,08/05/2019,21,23,37,44,46,48,0,496,32880,"R$0,00","R$35.200,20","R$758,57",
2150,11/05/2019,23,24,26,38,42,49,1,838,56994,"R$289.420.865,00","R$30.450,20","R$639,59",Canal Eletrônico XX
