Concurso,Data,Dez1,Dez2,Dez3,Dez4,Dez5,Dez6,Mega,Quina,Quadra,PremioSena,PremioQuina,PremioQuadra,Cidade
260,24/02/2001,4,6,33,43,59,60,0,120,8956,"R$0,00","R$16.065,94","R$214,63",
261,03/03/2001,5,16,20,30,54,56,0,91,7281,"R$0,00","R$22.350,19","R$278,51",
262,10/03/2001,11,20,48,53,58,60,0,108,8838,"R$0,00","R$24.643,78","R$300,24",
263,17/03/2001,8,9,26,43,50,53,0,136,12752,"R$0,00","R$24.937,18","R$265,17",
264,24/03/2001,1,5,13,25,31,33,2,979,50364,"R$16.055.880,73","R$4.298,96","R$83,25",CE   SP
265,31/03/2001,7,16,34,41,50,53,0,64,3855,"R$0,00","R$14.676,59","R$242,74",
266,07/04/2001,2,23,38,46,48,54,0,89,6687,"R$0,00","R$12.318,14","R$163,33",
267,14/04/2001,1,8,45,46,55,58,0,46,4076,"R$0,00","R$23.142,59","R$260,19",
268,21/04/2001,5,6,10,21,33,47,0,111,10133,"R$0,00","R$10.348,29","R$112,93",
269,28/04/2001,17,18,19,25,49,52,0,110,8717,"R$0,00","R$12.115,70","R$152,31",
270,05/05/2001,5,9,27,35,40,45,1,228,16867,"R$25.186.260,21","R$9.665,14","R$130,16",SP
271,12/05/2001,14,24,26,29,31,54,0,43,4385,"R$0,00","R$19.939,25","R$194,79",
272,19/05/2001,9,10,24,36,56,58,0,70,5491,"R$0,00","R$14.013,37","R$177,97",
273,26/05/2001,10,17,23,27,47,52,1,92,7241,"R$3.456.480,23","R$11.326,92","R$143,38",PE
274,02/06/2001,11,13,18,26,39,47,0,142,7420,"R$0,00","R$5.488,22","R$104,64",
275,09/06/2001,16,19,30,37,38,48,0,41,3737,"R$0,00","R$22.897,52","R$250,27",
276,16/06/2001,22,39,45,53,57,59,0,79,5172,"R$0,00","R$12.486,98","R$190,01",
277,23/06/2001,4,26,38,40,52,56,0,95,5404,"R$0,00","R$11.578,72","R$202,78",
278,30/06/2001,10,15,18,22,31,55,0,99,6996,"R$0,00","R$11.868,09","R$167,32",
279,07/07/2001,4,23,31,47,58,59,0,58,6137,"R$0,00","R$23.664,88","R$222,81",
280,14/07/2001,5,16,20,25,30,58,0,192,14673,"R$0,00","R$11.199,47","R$146,00",
281,21/07/2001,5,11,31,38,47,53,1,188,12864,"R$22.414.093,50","R$13.574,18","R$197,63",PR
282,28/07/2001,9,14,23,24,33,36,1,76,6064,"R$958.878,82","R$10.514,03","R$131,27",RJ
283,01/08/2001,25,28,34,42,48,54,1,36,2126,"R$367.173,22","R$8.499,38","R$143,38",SP
284,04/08/2001,7,8,14,30,32,36,1,75,5358,"R$901.884,48","R$10.020,94","R$139,74",PR
285,08/08/2001,12,32,37,41,50,56,0,17,1173,"R$0,00","R$20.875,96","R$301,41",
286,11/08/2001,29,35,37,44,47,56,0,59,3739,"R$0,00","R$13.743,96","R$216,06",
287,15/08/2001,3,13,25,33,47,60,1,110,5633,"R$1.931.474,80","R$4.034,34","R$78,49",TO
288,18/08/2001,6,9,11,17,18,50,0,82,4763,"R$0,00","R$8.749,64","R$150,07",
289,22/08/2001,6,7,20,25,30,36,0,29,2197,"R$0,00","R$13.819,12","R$181,72",
290,25/08/2001,7,25,26,30,40,57,0,56,4869,"R$0,00","R$20.662,23","R$236,75",
291,29/08/2001,5,16,17,18,22,41,0,71,4870,"R$0,00","R$11.244,78","R$163,32",
292,01/09/2001,13,23,24,34,45,53,0,116,8670,"R$0,00","R$11.313,30","R$150,80",
293,05/09/2001,5,6,7,12,28,35,0,167,10185,"R$0,00","R$5.817,88","R$95,03",
294,08/09/2001,22,25,28,41,45,57,2,130,7434,"R$7.696.680,33","R$9.839,13","R$171,41",PR   SP
295,12/09/2001,7,12,24,31,44,50,0,36,2055,"R$0,00","R$10.242,27","R$178,75",
296,15/09/2001,3,20,42,46,51,52,0,29,2348,"R$0,00","R$26.582,95","R$327,09",
297,19/09/2001,1,20,28,33,36,41,0,25,1920,"R$0,00","R$19.353,56","R$251,05",
298,22/09/2001,5,22,23,24,34,60,1,50,4372,"R$2.994.572,21","R$17.440,22","R$198,71",PR
299,26/09/2001,2,5,7,33,49,53,0,33,2049,"R$0,00","R$10.538,82","R$169,09",
300,29/09/2001,24,27,28,38,41,57,0,48,4820,"R$0,00","R$22.820,73","R$226,40",
301,03/10/2001,9,26,48,49,57,58,0,28,2892,"R$0,00","R$29.571,34","R$285,22",
302,06/10/2001,12,25,30,40,41,60,0,101,6361,"R$0,00","R$13.505,06","R$213,63",
303,10/10/2001,7,13,17,30,37,47,1,215,12861,"R$12.257.748,27","R$4.674,95","R$77,86",MS
304,13/10/2001,7,11,34,41,42,59,0,58,3274,"R$0,00","R$11.050,10","R$195,02",
305,17/10/2001,5,11,27,38,53,60,0,47,3770,"R$0,00","R$10.013,62","R$124,37",
306,20/10/2001,19,30,41,47,56,57,0,28,2294,"R$0,00","R$29.736,18","R$361,58",
307,24/10/2001,13,16,17,26,41,44,0,44,3962,"R$0,00","R$12.632,80","R$139,76",
308,27/10/2001,4,11,25,29,39,55,1,62,5173,"R$4.138.172,99","R$15.297,99","R$182,67",RS
309,31/10/2001,4,11,25,39,50,55,1,3001,2997,"R$442.899,06","R$122,53","R$122,69",RS
310,03/11/2001,2,14,28,29,31,32,0,81,5093,"R$0,00","R$10.544,47","R$167,07",
311,07/11/2001,22,24,30,32,38,41,0,31,2871,"R$0,00","R$25.454,68","R$273,81",
312,10/11/2001,14,23,30,41,47,50,0,76,4985,"R$0,00","R$15.889,75","R$241,33",
313,14/11/2001,14,16,24,37,38,53,0,61,5547,"R$0,00","R$15.665,21","R$171,62",
314,17/11/2001,5,32,34,37,40,58,0,93,5542,"R$0,00","R$12.287,32","R$205,42",
315,21/11/2001,12,21,22,28,43,50,1,43,4598,"R$13.675.105,67","R$24.188,06","R$225,35",PR
316,24/11/2001,6,24,28,43,51,56,0,104,4093,"R$0,00","R$6.446,33","R$163,18",
317,28/11/2001,16,20,27,30,35,48,0,23,2088,"R$0,00","R$18.858,99","R$206,96",
318,01/12/2001,3,19,20,31,40,53,1,46,3071,"R$2.227.008,03","R$16.340,54","R$243,84",SP
319,05/12/2001,12,16,17,19,23,48,0,52,3342,"R$0,00","R$7.242,06","R$112,26",
320,08/12/2001,20,22,27,47,50,53,0,77,4916,"R$0,00","R$15.489,00","R$241,69",
321,12/12/2001,4,11,31,32,48,49,0,55,3729,"R$0,00","R$16.954,09","R$249,11",
322,15/12/2001,11,18,29,44,47,56,0,87,7835,"R$0,00","R$15.453,45","R$170,95",
323,19/12/2001,26,31,33,40,49,54,0,56,4244,"R$0,00","R$19.921,91","R$261,89",
324,22/12/2001,8,15,22,25,30,47,0,211,12192,"R$0,00","R$7.938,40","R$136,87",
325,29/12/2001,1,3,4,21,23,53,2,256,15646,"R$8.743.877,80","R$9.590,82","R$156,33",AM   SP
326,05/01/2002,21,23,40,44,51,52,0,27,2674,"R$0,00","R$32.367,36","R$325,58",
327,09/01/2002,29,32,33,38,46,48,0,16,2112,"R$0,00","R$30.517,93","R$230,33",
328,12/01/2002,5,7,14,21,23,51,1,100,7121,"R$2.721.357,01","R$9.055,92","R$126,69",SP
329,16/01/2002,10,11,12,24,35,40,0,40,2904,"R$0,00","R$10.380,30","R$142,44",
330,19/01/2002,2,4,14,23,37,51,0,120,7914,"R$0,00","R$10.924,51","R$165,03",
331,23/01/2002,1,13,20,27,35,37,0,70,6408,"R$0,00","R$13.872,44","R$150,97",
332,26/01/2002,23,28,29,34,42,44,0,83,6713,"R$0,00","R$16.762,69","R$206,47",
333,30/01/2002,4,27,35,44,52,53,0,93,6221,"R$0,00","R$12.692,31","R$189,02",
334,02/02/2002,14,23,24,26,41,51,2,1200,8839,"R$8.729.392,91","R$1.400,91","R$189,47",SP
335,06/02/2002,7,23,33,43,57,59,0,24,2134,"R$0,00","R$17.736,83","R$198,73",
336,09/02/2002,2,18,22,26,30,54,0,68,4141,"R$0,00","R$11.058,60","R$180,91",
337,16/02/2002,4,14,16,31,52,54,0,34,3454,"R$0,00","R$27.110,52","R$265,86",
338,20/02/2002,1,4,9,36,46,48,0,43,3245,"R$0,00","R$14.031,02","R$185,23",
339,23/02/2002,5,12,13,16,27,50,0,76,6908,"R$0,00","R$12.374,85","R$135,64",
340,27/02/2002,9,10,12,33,42,60,0,121,6970,"R$0,00","R$9.877,84","R$170,83",
341,02/03/2002,5,16,22,23,43,56,0,166,11103,"R$0,00","R$9.623,14","R$143,34",
342,06/03/2002,16,29,34,49,51,54,0,93,5578,"R$0,00","R$15.067,81","R$250,27",
343,09/03/2002,4,6,7,12,24,41,2,246,17023,"R$9.937.283,03","R$7.884,39","R$113,51",PR   RJ
344,13/03/2002,10,12,14,33,35,36,0,46,3487,"R$0,00","R$9.494,33","R$124,78",
345,16/03/2002,11,22,46,51,56,58,1,27,2170,"R$1.447.870,53","R$28.511,84","R$353,42",SP
346,20/03/2002,7,12,41,46,56,60,0,20,1589,"R$0,00","R$19.632,30","R$246,17",
347,23/03/2002,1,10,12,26,48,52,0,72,4730,"R$0,00","R$9.988,89","R$151,48",
348,27/03/2002,19,30,33,39,40,52,0,19,1547,"R$0,00","R$26.763,06","R$327,46",
349,30/03/2002,8,9,28,32,38,54,0,46,3264,"R$0,00","R$14.053,06","R$197,31",
350,03/04/2002,10,15,23,30,43,57,0,80,5012,"R$0,00","R$11.801,82","R$187,66",
351,06/04/2002,15,16,24,41,59,60,0,98,5832,"R$0,00","R$14.478,34","R$242,37",
352,10/04/2002,7,20,25,44,47,49,0,161,8080,"R$0,00","R$7.848,74","R$155,80",
353,13/04/2002,19,23,30,46,55,60,0,89,6862,"R$0,00","R$19.537,11","R$252,44",
354,17/04/2002,7,16,38,40,41,52,1,93,6184,"R$18.680.098,10","R$16.450,68","R$246,46",SP
355,20/04/2002,2,14,22,23,37,60,0,50,4711,"R$0,00","R$14.412,47","R$152,39",
356,24/04/2002,5,19,21,54,56,58,0,32,2415,"R$0,00","R$15.777,72","R$208,28",
357,27/04/2002,2,30,32,35,45,53,0,34,3265,"R$0,00","R$23.899,52","R$247,94",
358,04/05/2002,12,17,21,32,40,42,0,84,5798,"R$0,00","R$12.903,06","R$186,23",
359,08/05/2002,13,19,20,29,31,54,0,56,3953,"R$0,00","R$13.050,25","R$184,17",
360,11/05/2002,23,24,29,47,53,55,0,133,8382,"R$0,00","R$10.645,79","R$168,28",
361,15/05/2002,16,28,31,41,45,59,0,98,5236,"R$0,00","R$12.456,14","R$232,26",
362,18/05/2002,7,20,33,37,46,56,1,110,8313,"R$18.399.160,53","R$15.253,12","R$201,08",RJ
363,22/05/2002,19,29,39,47,49,54,0,27,2225,"R$0,00","R$14.921,89","R$180,39",
364,25/05/2002,5,29,44,51,57,59,1,76,3315,"R$1.307.293,04","R$9.033,16","R$206,32",SC
365,29/05/2002,19,23,34,37,52,58,1,45,2433,"R$462.752,26","R$8.569,49","R$157,90",MG
366,01/06/2002,4,6,7,15,21,51,0,41,3489,"R$0,00","R$12.721,16","R$148,93",
367,05/06/2002,10,12,27,33,49,52,1,71,3040,"R$1.150.498,02","R$6.157,48","R$143,27",BA
368,08/06/2002,13,29,32,38,44,50,0,53,3220,"R$0,00","R$10.725,28","R$175,87",
369,12/06/2002,1,14,21,35,42,60,1,46,4167,"R$1.221.738,07","R$9.775,55","R$107,51",CE
370,15/06/2002,1,4,40,42,51,54,0,40,3230,"R$0,00","R$23.283,30","R$287,25",
371,19/06/2002,4,18,23,33,39,60,0,47,3979,"R$0,00","R$16.675,12","R$196,23",
372,22/06/2002,16,17,24,39,46,57,2,85,6743,"R$4.792.658,35","R$12.884,04","R$161,80",SP
373,26/06/2002,1,5,10,24,31,33,0,52,3292,"R$0,00","R$6.480,14","R$101,98",
374,29/06/2002,2,5,16,26,44,54,0,80,3326,"R$0,00","R$8.073,17","R$193,45",
375,03/07/2002,1,5,9,42,51,58,0,33,2359,"R$0,00","R$14.359,09","R$200,11",
376,06/07/2002,10,13,25,35,43,48,0,110,6956,"R$0,00","R$7.257,00","R$114,33",
377,10/07/2002,3,12,19,27,45,46,0,87,5468,"R$0,00","R$6.639,02","R$105,23",
378,13/07/2002,5,38,41,45,48,55,0,36,3115,"R$0,00","R$25.450,60","R$293,02",
379,17/07/2002,24,33,40,41,55,59,0,32,2830,"R$0,00","R$23.407,93","R$263,68",
380,20/07/2002,13,22,30,31,47,57,0,206,7186,"R$0,00","R$6.628,67","R$189,31",
381,24/07/2002,9,10,28,46,55,56,0,85,7295,"R$0,00","R$14.181,19","R$164,62",
382,27/07/2002,31,34,37,38,53,54,0,68,6291,"R$0,00","R$23.756,27","R$255,82",
383,31/07/2002,14,22,48,50,53,56,0,73,6573,"R$0,00","R$23.753,43","R$262,81",
384,03/08/2002,24,28,40,47,50,52,0,151,10644,"R$0,00","R$18.351,99","R$259,37",
385,07/08/2002,5,12,16,18,22,24,2,759,37449,"R$12.952.192,89","R$4.645,17","R$93,80",DF   MG
386,10/08/2002,17,35,36,39,43,54,0,70,5236,"R$0,00","R$11.571,98","R$154,12",
387,14/08/2002,22,28,29,43,47,48,0,40,2998,"R$0,00","R$14.937,65","R$198,55",
388,17/08/2002,23,36,48,52,53,58,0,46,4293,"R$0,00","R$18.826,46","R$200,97",
389,21/08/2002,5,14,18,43,46,54,0,63,4169,"R$0,00","R$11.305,19","R$170,20",
390,24/08/2002,7,12,22,34,38,53,1,171,10722,"R$17.611.429,97","R$9.094,15","R$144,49",SC
391,28/08/2002,4,7,15,16,35,40,0,44,2740,"R$0,00","R$10.170,35","R$162,70",
392,31/08/2002,15,23,31,39,47,49,1,68,3591,"R$1.410.917,29","R$10.709,84","R$202,03",SP
393,04/09/2002,6,12,35,36,40,50,0,31,1949,"R$0,00","R$13.716,51","R$217,35",
394,07/09/2002,5,15,35,42,45,49,0,47,4815,"R$0,00","R$11.817,80","R$114,93",
395,11/09/2002,10,11,14,20,31,58,1,27,2328,"R$1.843.709,96","R$20.584,31","R$237,84",DF
396,14/09/2002,6,18,34,42,45,47,0,63,4201,"R$0,00","R$10.148,72","R$151,63",
397,18/09/2002,1,2,5,24,32,46,0,61,4026,"R$0,00","R$7.992,42","R$120,64",
398,21/09/2002,7,16,22,28,36,37,1,63,5106,"R$2.221.289,77","R$11.494,73","R$141,29",CE
399,25/09/2002,11,16,27,47,55,59,0,20,1730,"R$0,00","R$19.537,00","R$225,01",
400,28/09/2002,10,13,28,29,54,59,0,75,4875,"R$0,00","R$13.254,18","R$203,14",
401,02/10/2002,11,18,43,44,50,53,0,33,2853,"R$0,00","R$25.008,64","R$288,18",
402,05/10/2002,5,16,27,43,56,58,0,146,7787,"R$0,00","R$7.927,99","R$148,08",
403,09/10/2002,7,16,27,31,46,60,0,48,4099,"R$0,00","R$19.972,95","R$233,01",
404,12/10/2002,1,24,28,38,40,58,0,66,4364,"R$0,00","R$16.580,07","R$249,80",
405,16/10/2002,24,29,34,47,57,60,0,67,4579,"R$0,00","R$16.988,17","R$247,63",
406,19/10/2002,2,12,32,38,47,48,0,78,6557,"R$0,00","R$19.463,48","R$230,66",
407,23/10/2002,2,18,22,49,51,57,0,90,6383,"R$0,00","R$16.315,38","R$229,18",
408,26/10/2002,14,28,33,44,49,56,1,269,13970,"R$18.948.827,67","R$7.085,43","R$135,92",RJ
409,30/10/2002,18,25,26,31,34,49,0,23,1958,"R$0,00","R$18.741,96","R$219,32",
410,02/11/2002,8,24,31,36,38,55,0,101,5799,"R$0,00","R$10.257,12","R$177,97",
411,06/11/2002,10,12,31,38,45,56,0,91,5115,"R$0,00","R$11.814,39","R$209,40",
412,09/11/2002,5,12,14,21,45,59,0,89,8542,"R$0,00","R$16.616,72","R$172,49",
413,13/11/2002,2,4,29,33,35,53,0,102,7746,"R$0,00","R$13.376,53","R$175,49",
414,16/11/2002,16,26,35,45,52,58,1,51,5527,"R$17.428.452,98","R$28.964,68","R$266,26",MS
415,20/11/2002,1,4,27,38,42,44,0,40,2415,"R$0,00","R$11.027,47","R$181,96",
416,23/11/2002,1,13,23,33,54,56,0,44,4032,"R$0,00","R$16.547,76","R$179,90",
417,27/11/2002,7,12,21,25,34,42,0,78,5218,"R$0,00","R$7.435,78","R$110,73",
418,30/11/2002,8,15,32,45,49,52,2,82,5133,"R$1.558.712,24","R$10.349,55","R$164,72",ES   MG
419,04/12/2002,9,16,41,42,52,53,0,30,1594,"R$0,00","R$14.860,22","R$278,62",
420,07/12/2002,12,29,30,43,57,59,0,83,5614,"R$0,00","R$13.949,86","R$205,47",
421,11/12/2002,5,35,37,38,45,51,0,47,4716,"R$0,00","R$21.307,17","R$211,55",
422,14/12/2002,12,37,43,55,56,60,0,80,6516,"R$0,00","R$16.823,65","R$205,77",
423,18/12/2002,8,22,32,33,40,53,0,66,4178,"R$0,00","R$17.925,27","R$282,10",
424,21/12/2002,18,27,29,36,46,59,0,91,7389,"R$0,00","R$17.356,78","R$212,95",
425,28/12/2002,6,10,16,34,42,47,1,279,17411,"R$18.979.599,19","R$9.985,67","R$159,42",DF
426,04/01/2003,7,30,32,37,50,54,0,58,3139,"R$0,00","R$13.241,94","R$243,76",
427,08/01/2003,3,13,14,24,43,51,0,48,3563,"R$0,00","R$11.642,10","R$156,25",
428,11/01/2003,8,28,30,32,46,60,0,48,3734,"R$0,00","R$16.919,00","R$216,67",
429,15/01/2003,17,26,32,36,43,55,0,44,3300,"R$0,00","R$14.978,72","R$198,96",
430,18/01/2003,8,10,21,25,38,50,1,85,6944,"R$14.410.708,81","R$15.408,70","R$187,90",PR
431,22/01/2003,26,37,40,47,52,58,0,20,1184,"R$0,00","R$21.069,89","R$354,56",
432,25/01/2003,4,13,17,27,39,50,0,54,4278,"R$0,00","R$12.185,97","R$153,24",
433,29/01/2003,16,17,28,30,36,54,0,31,2332,"R$0,00","R$16.580,20","R$219,58",
434,01/02/2003,4,10,17,24,30,54,0,84,4870,"R$0,00","R$9.173,28","R$157,63",
435,05/02/2003,10,11,17,31,37,43,0,55,3243,"R$0,00","R$11.059,32","R$186,85",
436,08/02/2003,1,6,7,29,48,57,0,47,4696,"R$0,00","R$19.531,31","R$194,74",
437,12/02/2003,7,10,30,44,54,59,0,33,2829,"R$0,00","R$22.273,90","R$258,84",
438,15/02/2003,3,5,11,14,38,48,0,65,6276,"R$0,00","R$16.281,73","R$167,99",
439,19/02/2003,13,20,29,42,43,57,0,65,4407,"R$0,00","R$13.353,84","R$196,22",
440,22/02/2003,3,5,23,30,46,47,0,139,10120,"R$0,00","R$10.909,13","R$149,28",
441,26/02/2003,2,10,15,21,58,59,0,121,6941,"R$0,00","R$11.917,74","R$206,98",
442,01/03/2003,6,15,23,31,37,59,1,135,9944,"R$19.946.601,01","R$13.861,59","R$187,48",SP
443,08/03/2003,11,17,26,36,48,52,0,47,3738,"R$0,00","R$16.322,42","R$204,46",
444,12/03/2003,3,24,33,48,52,57,0,43,3332,"R$0,00","R$13.890,62","R$178,58",
445,15/03/2003,7,20,31,32,50,53,0,31,3101,"R$0,00","R$28.559,37","R$284,42",
446,19/03/2003,8,11,12,17,20,47,2,65,5039,"R$1.767.117,91","R$10.698,55","R$137,48",RS   SP
447,22/03/2003,15,24,25,33,42,55,0,55,5613,"R$0,00","R$12.010,32","R$117,25",
448,26/03/2003,3,5,9,45,51,52,0,40,2999,"R$0,00","R$13.356,99","R$177,48",
449,29/03/2003,1,8,24,34,49,56,0,55,3656,"R$0,00","R$14.643,05","R$219,46",
450,02/04/2003,1,9,13,50,51,59,0,108,6194,"R$0,00","R$10.575,60","R$183,70",
451,05/04/2003,17,18,23,28,31,53,0,87,7368,"R$0,00","R$17.131,80","R$201,53",
452,09/04/2003,11,16,30,36,51,54,0,76,6317,"R$0,00","R$18.847,21","R$225,90",
453,12/04/2003,8,20,23,34,52,58,0,120,7882,"R$0,00","R$15.932,45","R$241,65",
454,16/04/2003,4,17,24,42,46,56,0,275,16564,"R$0,00","R$7.515,39","R$124,30",
455,19/04/2003,2,14,15,17,50,59,0,86,7989,"R$0,00","R$23.171,64","R$248,50",
456,23/04/2003,3,17,22,27,33,40,0,221,16964,"R$0,00","R$11.142,66","R$144,61",
457,26/04/2003,15,17,24,27,32,48,3,480,31340,"R$10.000.441,74","R$8.302,49","R$126,68",CE   SP
458,30/04/2003,13,24,32,34,43,53,0,82,3921,"R$0,00","R$7.395,34","R$154,08",
459,03/05/2003,8,15,17,39,43,49,0,62,4197,"R$0,00","R$12.146,48","R$178,76",
460,07/05/2003,19,23,30,37,49,55,0,155,9464,"R$0,00","R$9.688,96","R$158,09",
461,10/05/2003,15,17,20,29,30,60,0,189,8312,"R$0,00","R$10.317,48","R$233,71",
462,14/05/2003,17,19,22,26,27,48,0,212,14463,"R$0,00","R$9.023,34","R$131,76",
463,17/05/2003,2,3,7,18,45,53,0,166,15269,"R$0,00","R$14.740,96","R$159,66",
464,21/05/2003,6,24,33,38,45,50,1,241,15457,"R$28.414.544,43","R$10.837,34","R$168,33",RS
465,24/05/2003,1,22,31,46,51,57,0,19,2175,"R$0,00","R$40.627,81","R$353,57",
466,28/05/2003,11,16,28,29,30,45,0,64,3582,"R$0,00","R$10.353,72","R$184,29",
467,31/05/2003,8,18,21,22,38,60,0,45,3907,"R$0,00","R$20.730,13","R$237,87",
468,04/06/2003,5,6,23,25,39,51,0,58,4701,"R$0,00","R$14.292,56","R$175,67",
469,07/06/2003,13,21,26,29,42,47,2,187,8798,"R$2.596.432,92","R$6.048,12","R$128,07",AL   RO
470,11/06/2003,8,11,23,37,51,58,0,86,6094,"R$0,00","R$13.384,59","R$188,18",
471,14/06/2003,5,31,32,36,51,59,0,76,5490,"R$0,00","R$19.668,02","R$271,24",
472,18/06/2003,3,4,12,29,38,51,0,82,6518,"R$0,00","R$17.224,58","R$215,88",
473,21/06/2003,7,23,41,49,51,58,0,65,6524,"R$0,00","R$23.285,11","R$231,12",
474,25/06/2003,3,12,32,34,40,50,0,56,6910,"R$0,00","R$34.156,59","R$275,76",
475,28/06/2003,6,8,19,22,43,52,0,156,13235,"R$0,00","R$15.008,18","R$176,23",
476,02/07/2003,17,20,38,43,55,58,0,163,11465,"R$0,00","R$16.837,81","R$238,49",
477,05/07/2003,6,8,18,34,38,47,3,279,21958,"R$10.401.481,92","R$12.900,92","R$163,30",AM   RN   RS
478,09/07/2003,3,8,21,25,30,31,0,92,4876,"R$0,00","R$7.045,32","R$132,43",
479,12/07/2003,20,26,41,46,54,58,0,32,2834,"R$0,00","R$29.012,34","R$326,35",
480,16/07/2003,14,33,36,38,41,49,0,112,8589,"R$0,00","R$13.831,54","R$179,69",
481,19/07/2003,6,13,22,24,42,44,3,359,19465,"R$6.796.888,03","R$5.670,32","R$104,19",AC   MT   SP
482,23/07/2003,12,13,33,53,54,56,0,41,2929,"R$0,00","R$14.878,29","R$207,48",
483,26/07/2003,16,18,23,35,44,59,0,90,6279,"R$0,00","R$9.761,25","R$139,38",
484,30/07/2003,17,18,19,38,49,53,0,55,4015,"R$0,00","R$13.655,17","R$186,35",
485,02/08/2003,19,28,30,38,52,57,0,30,3203,"R$0,00","R$35.888,42","R$334,87",
486,06/08/2003,8,14,19,30,42,50,1,55,4325,"R$5.125.800,12","R$17.368,92","R$220,05",SP
487,09/08/2003,8,22,25,48,52,54,2,104,5329,"R$467.702,34","R$7.495,23","R$145,73",SE
488,13/08/2003,15,30,35,39,43,57,0,46,2699,"R$0,00","R$11.864,07","R$201,45",
489,16/08/2003,17,28,33,36,53,59,0,67,5107,"R$0,00","R$12.406,82","R$162,16",
490,20/08/2003,5,11,23,29,54,58,1,148,8438,"R$11.070.173,50","R$7.925,35","R$138,49",RJ
491,23/08/2003,1,9,15,22,43,55,1,81,4221,"R$849.344,26","R$8.738,11","R$167,05",RJ
492,27/08/2003,2,6,15,18,56,57,0,26,2629,"R$0,00","R$19.041,52","R$187,61",
493,30/08/2003,3,18,20,24,42,54,0,79,5294,"R$0,00","R$9.663,99","R$143,67",
494,03/09/2003,18,20,28,32,49,53,0,32,2766,"R$0,00","R$21.997,60","R$253,53",
495,06/09/2003,8,15,29,36,49,60,0,48,5313,"R$0,00","R$20.565,02","R$185,09",
496,10/09/2003,10,19,20,29,41,59,0,31,3495,"R$0,00","R$27.720,31","R$244,94",
497,13/09/2003,9,13,20,32,41,58,0,72,5439,"R$0,00","R$15.712,44","R$207,21",
498,17/09/2003,2,6,28,49,50,57,0,58,4592,"R$0,00","R$17.603,00","R$221,50",
499,20/09/2003,1,4,5,11,44,59,1,126,8903,"R$8.698.099,22","R$10.216,18","R$144,04",PE
500,27/09/2003,21,29,35,36,38,54,1,73,6818,"R$9.394.248,83","R$23.869,01","R$254,60",PR
501,01/10/2003,16,27,28,34,39,56,0,43,3037,"R$0,00","R$11.303,51","R$159,45",
502,04/10/2003,7,13,21,24,33,50,2,268,9549,"R$730.915,33","R$2.731,87","R$76,39",MS   SP
503,08/10/2003,7,10,21,27,48,49,0,40,2934,"R$0,00","R$11.636,06","R$158,04",
504,11/10/2003,8,11,19,30,39,50,0,54,4006,"R$0,00","R$12.855,55","R$172,64",
505,15/10/2003,3,20,28,46,47,52,0,30,2559,"R$0,00","R$19.736,18","R$230,51",
506,18/10/2003,4,15,31,34,37,38,0,65,4735,"R$0,00","R$12.720,38","R$173,96",
507,22/10/2003,3,5,27,33,44,58,2,212,6604,"R$1.963.484,53","R$3.273,22","R$104,68",MG   SP
508,25/10/2003,5,10,15,45,46,56,0,33,3025,"R$0,00","R$18.038,77","R$196,05",
509,29/10/2003,28,32,33,34,35,55,0,39,2852,"R$0,00","R$13.104,28","R$178,52",
510,01/11/2003,1,4,30,41,45,58,2,70,4392,"R$4.252.983,06","R$15.557,02","R$247,01",MA   SP
511,05/11/2003,3,4,8,34,36,37,0,50,3155,"R$0,00","R$8.700,75","R$137,37",
512,08/11/2003,4,8,31,40,53,58,3,41,2277,"R$653.828,50","R$16.727,11","R$300,05",MS   RJ
513,12/11/2003,10,19,27,33,39,46,0,46,2427,"R$0,00","R$8.485,71","R$160,23",
514,15/11/2003,15,36,40,42,51,52,0,20,1209,"R$0,00","R$24.964,72","R$411,42",
515,19/11/2003,15,16,39,45,48,57,0,33,2636,"R$0,00","R$20.464,65","R$255,23",
516,22/11/2003,5,13,24,33,34,35,0,164,7718,"R$0,00","R$5.416,02","R$114,65",
517,26/11/2003,7,8,28,32,38,51,0,36,3262,"R$0,00","R$22.385,92","R$246,13",
518,29/11/2003,5,8,10,15,18,44,0,182,8653,"R$0,00","R$6.014,85","R$126,04",
519,03/12/2003,9,15,19,22,36,42,0,111,7018,"R$0,00","R$9.685,31","R$152,61",
520,06/12/2003,9,12,17,32,34,35,0,166,10884,"R$0,00","R$10.017,32","R$152,20",
521,10/12/2003,15,25,28,32,38,45,0,166,10610,"R$0,00","R$10.463,37","R$163,09",
522,13/12/2003,6,14,15,25,49,52,0,118,8280,"R$0,00","R$19.311,39","R$274,17",
523,17/12/2003,28,39,40,44,45,58,0,123,9692,"R$0,00","R$27.528,74","R$348,05",
524,20/12/2003,19,29,34,41,47,48,1,180,17156,"R$42.794.697,56","R$26.580,49","R$277,83",SC
525,27/12/2003,8,10,24,26,32,49,2,153,9640,"R$10.208.722,99","R$11.600,82","R$183,43",MG   SP
526,03/01/2004,3,21,31,36,55,59,0,34,2444,"R$0,00","R$22.681,04","R$314,34",
527,07/01/2004,6,14,17,26,50,52,0,23,2091,"R$0,00","R$27.463,44","R$300,94",
528,10/01/2004,8,12,28,31,34,37,0,67,4827,"R$0,00","R$12.554,60","R$173,60",
529,14/01/2004,1,13,33,38,45,56,15,87,4758,"R$348.732,75","R$8.565,12","R$156,03",BA   CE   PB   PE   PI   RN
