Concurso,Data,dezena1,dezena2,dezena3,dezena4,dezena5,dezena6,Mega,Quina,Quadra,Cidade
1360,04/02/2012,2,16,17,25,50,54,2,112,9880,ARAPIRACA AL   ITAÚNA MG
1361,08/02/2012,23,27,30,37,38,44,0,38,3381,
1362,11/02/2012,2,12,19,22,36,58,3,129,8825,VITÓRIA ES   AMERICANA SP   SÃO PAULO SP
1363,15/02/2012,25,35,42,45,52,57,0,36,2744,
1364,18/02/2012,10,13,20,40,44,53,0,60,4436,
1365,22/02/2012,2,24,26,32,35,50,0,52,3368,
1366,25/02/2012,12,27,37,44,54,59,1,124,7974,CUIABÁ MT
1367,01/03/2012,2,7,13,29,38,43,0,111,6443,
1368,03/03/2012,10,21,26,29,32,38,1,34,4447,MORRETES PR
1369,07/03/2012,5,16,24,32,38,46,0,195,7636,
1370,10/03/2012,2,4,5,27,49,59,2,115,9979,SALVADOR BA
1371,14/03/2012,3,4,8,11,47,49,0,101,7421,
1372,17/03/2012,3,36,40,46,58,60,0,48,4069,
1373,21/03/2012,7,27,39,52,55,57,1,73,6082,IPATINGA MG
1374,24/03/2012,6,21,28,31,33,43,0,32,3575,
1375,28/03/2012,14,25,28,45,53,58,2,121,7136,FOZ DO IGUAÇU PR   SÃO PAULO SP
1376,31/03/2012,9,11,21,49,53,54,0,57,4091,
1377,04/04/2012,2,5,12,13,25,35,1,175,12352,RIO DE JANEIRO RJ
1378,07/04/2012,2,5,17,18,54,59,0,74,5614,
1379,11/04/2012,5,12,36,45,50,58,0,61,5455,
1380,14/04/2012,3,14,52,55,57,60,0,100,6994,
1381,18/04/2012,11,27,30,40,44,57,1,109,7087,SÃO PAULO SP
1382,20/04/2012,5,13,16,17,27,55,0,70,6131,
1383,25/04/2012,7,9,23,44,46,55,0,106,6224,
1384,28/04/2012,2,18,30,31,45,56,2,56,5010,LONDRINA PR   SÃO CAETANO DO SUL SP
1385,02/05/2012,27,35,36,37,42,59,1,52,4170,ITATIBA SP
1386,05/05/2012,12,28,38,39,51,56,0,27,3462,
1387,09/05/2012,18,27,32,43,50,52,0,47,3492,
1388,12/05/2012,22,29,31,43,50,54,0,48,4047,
1389,16/05/2012,1,16,28,39,44,57,1,146,7397,CORRENTE PI
1390,19/05/2012,4,19,27,28,29,31,2,149,7924,FORTALEZA CE   CORUMBÁ MS
1391,23/05/2012,7,12,19,34,40,53,0,74,5293,
1392,26/05/2012,2,8,12,28,33,43,0,116,8651,
1393,30/05/2012,4,18,24,28,39,44,1,86,5717,GOVERNADOR VALADARES MG
1394,02/06/2012,11,16,24,35,46,50,0,32,4092,
1395,06/06/2012,5,11,17,19,44,48,0,245,13657,
1396,09/06/2012,29,48,52,54,55,58,0,44,4577,
1397,13/06/2012,3,4,7,15,27,56,0,249,18115,
1398,16/06/2012,14,32,33,40,42,51,0,75,7149,
1399,20/06/2012,34,39,43,56,57,60,2,648,9834,JARAGUÁ GO   CURITIBA PR
1400,23/06/2012,9,26,34,43,53,54,0,72,6208,
1401,27/06/2012,11,12,25,33,48,54,1,233,11965,NAVIRAÍ MS
1402,30/06/2012,2,9,10,21,27,38,0,101,7929,
1403,04/07/2012,13,16,20,26,39,42,0,95,6176,
1404,07/07/2012,7,8,27,31,32,51,0,88,7470,
1405,11/07/2012,3,14,17,32,37,39,1,315,15516,CURITIBA PR
1406,14/07/2012,7,10,17,24,38,57,0,134,9133,
1407,18/07/2012,18,29,31,42,43,53,0,53,3583,
1408,21/07/2012,4,19,20,24,39,43,0,118,8075,
1409,25/07/2012,6,19,26,47,50,58,0,96,6846,
1410,28/07/2012,18,29,40,42,50,54,0,70,6917,
1411,01/08/2012,8,12,32,44,46,48,2,360,21016,ARAUCÁRIA PR   SÃO BERNARDO DO CAMPO SP
1412,04/08/2012,6,8,24,37,41,45,1,103,6893,COLATINA ES
1413,07/08/2012,13,15,33,45,54,55,0,70,3887,
1414,09/08/2012,21,37,44,46,49,57,0,36,3349,
1415,11/08/2012,26,36,40,46,49,51,0,39,3766,
1416,15/08/2012,3,19,22,24,35,49,2,206,14457,BRASÍLIA DF   ESTRELA DO NORTE SP
1417,18/08/2012,5,12,45,52,56,59,4,83,6383,NOVA GLÓRIA GO   CORONEL FABRICIANO MG   BOM PRINCÍPIO RS   GUARULHOS SP
1418,22/08/2012,7,8,10,12,27,56,0,188,11107,
1419,25/08/2012,17,21,30,48,52,58,0,56,3828,
1420,29/08/2012,2,11,16,18,36,45,0,129,9189,
1421,01/09/2012,19,31,39,44,53,59,1,142,8046,SÃO PAULO SP
1422,05/09/2012,2,5,13,17,39,44,1,250,12007,CAÇAPAVA SP
1423,08/09/2012,3,8,21,25,27,43,3,187,8340,MANAUS AM   JABOATÃO DOS GUARARAPES PE   MAUÁ SP
1424,12/09/2012,3,7,15,29,38,60,0,83,6625,
1425,15/09/2012,7,16,29,36,38,50,1,82,6460,RIO DE JANEIRO RJ
1426,19/09/2012,6,15,18,24,30,44,0,67,5957,
1427,22/09/2012,8,39,44,47,53,56,0,73,4824,
1428,26/09/2012,7,15,19,34,37,55,1,204,9777,RECIFE PE
1429,29/09/2012,9,12,22,39,48,60,0,59,4805,
1430,03/10/2012,2,19,22,30,46,52,0,87,6685,
1431,06/10/2012,5,9,13,33,40,54,0,278,17721,
1432,10/10/2012,16,24,25,42,45,59,0,124,10268,
1433,13/10/2012,4,13,14,40,46,52,1,124,9358,VIÇOSA DO CEARÁ CE
1434,17/10/2012,3,18,22,34,55,58,2,116,6335,LUIZ ALVES SC   Ribeirão Preto SP
1435,20/10/2012,4,15,45,47,50,52,0,93,6915,
1436,24/10/2012,1,13,23,24,30,57,0,127,9275,
1437,27/10/2012,22,23,26,37,38,48,0,107,8856,
1438,31/10/2012,7,14,31,33,36,49,2,712,19524,SÃO PAULO SP
1439,03/11/2012,2,34,35,42,43,55,0,45,3961,
1440,07/11/2012,2,6,28,36,51,56,1,148,11068,RIALMA GO
1441,10/11/2012,17,29,36,38,53,56,0,66,5471,
1442,14/11/2012,12,13,20,30,34,49,0,80,6274,
1443,17/11/2012,12,20,32,48,52,54,0,72,5984,
1444,21/11/2012,2,5,27,28,48,55,0,175,11165,
1445,24/11/2012,5,19,32,41,49,58,1,133,10497,ARAXÁ MG
1446,28/11/2012,6,13,24,32,40,51,1,87,5521,RIBEIRÃO PIRES SP
1447,01/12/2012,1,19,28,33,39,41,0,51,4339,
1448,05/12/2012,1,25,29,36,56,60,0,83,6212,
1449,08/12/2012,2,6,18,30,52,56,0,116,8481,
1450,12/12/2012,26,27,31,38,44,45,0,88,7146,
1451,15/12/2012,2,10,11,33,52,57,0,164,12868,
1452,18/12/2012,2,14,28,50,57,58,0,60,5878,
1453,20/12/2012,6,13,25,32,47,57,0,282,14237,
1454,22/12/2012,4,27,29,41,48,52,0,144,11007,
1455,31/12/2012,14,32,33,36,41,52,3,1368,113258,APARECIDA DE GOIÂNIA GO   FRANCA SP   SÃO PAULO SP
1456,02/01/2013,6,8,14,26,36,40,0,24,2685,
1457,05/01/2013,15,16,34,42,46,59,0,96,6867,
1458,09/01/2013,2,4,16,33,44,51,0,134,9515,
1459,12/01/2013,2,6,30,34,35,52,1,147,11563,LAGES SC
1460,16/01/2013,4,14,27,38,50,52,0,103,7074,
1461,19/01/2013,31,36,44,47,49,54,0,99,6683,
1462,23/01/2013,5,9,25,27,38,40,1,392,12264,SÃO PAULO SP
1463,26/01/2013,13,22,28,29,40,48,0,46,4520,
1464,30/01/2013,2,24,32,50,54,59,0,76,5570,
1465,02/02/2013,6,11,16,26,44,53,0,117,7939,
1466,06/02/2013,4,6,13,34,37,51,1,213,15287,RIO DE JANEIRO RJ
1467,09/02/2013,23,24,26,41,52,53,1,75,3925,CONTAGEM MG
1468,13/02/2013,1,2,10,19,20,37,1,179,6493,VOLTA REDONDA RJ
1469,16/02/2013,4,13,35,54,56,58,0,105,6920,
1470,20/02/2013,2,34,36,38,51,55,2,172,9203,IÚNA ES   CÓRREGO NOVO MG
1471,23/02/2013,10,25,33,36,40,58,0,92,5159,
1472,27/02/2013,12,18,23,25,45,50,0,130,7002,
1473,02/03/2013,2,12,33,57,58,60,0,121,8300,
1474,06/03/2013,1,2,3,11,28,43,1,158,11838,ALTO PARNAÍBA MA
1475,09/03/2013,12,13,37,44,48,51,1,111,9065,COTIA SP
1476,13/03/2013,4,10,26,37,47,57,0,58,4681,
1477,16/03/2013,3,4,46,50,56,59,0,58,4036,
1478,20/03/2013,10,27,37,40,47,55,0,56,4924,
1479,23/03/2013,21,48,50,54,57,60,0,59,5006,
1480,27/03/2013,9,14,21,26,36,52,1,151,11395,TERESÓPOLIS RJ
1481,30/03/2013,17,27,28,40,44,55,0,46,3154,
1482,03/04/2013,6,9,11,34,41,53,0,79,5433,
1483,06/04/2013,1,35,39,53,55,56,0,53,4817,
1484,10/04/2013,17,20,24,29,49,53,0,85,7114,
1485,13/04/2013,4,27,30,36,54,59,0,212,12408,
1486,17/04/2013,1,6,10,34,40,54,1,174,12128,LONDRINA PR
1487,20/04/2013,4,9,17,23,28,53,0,198,9593,
1488,24/04/2013,4,22,25,38,45,51,1,144,7105,HORTOLÂNDIA SP
1489,27/04/2013,1,15,24,26,28,48,1,86,5462,CAMPO GRANDE MS
1490,02/05/2013,1,3,31,32,43,52,0,73,4902,
1491,04/05/2013,6,26,45,50,56,60,0,74,5450,
1492,08/05/2013,4,9,18,44,46,48,1,232,12719,NEPOMUCENO MG
1493,11/05/2013,7,12,24,27,30,49,2,137,9075,SALVADOR BA   CAMPINAS SP
1494,15/05/2013,2,14,24,28,35,50,0,68,5746,
1495,18/05/2013,4,13,14,44,49,57,0,140,9828,
1496,22/05/2013,14,18,28,41,47,54,0,106,8337,
1497,25/05/2013,4,5,7,27,45,58,0,252,17540,
1498,29/05/2013,6,11,27,40,46,49,0,237,14820,
1499,01/06/2013,8,22,26,33,37,54,1,295,18276,PEDRA PRETA MT
1500,05/06/2013,10,18,31,43,57,59,1,81,7055,MIRANTE DO PARANAPANEMA SP
1501,08/06/2013,1,7,13,29,37,54,1,238,11210,Uruara PA
1502,12/06/2013,6,22,43,51,52,57,0,48,3580,
1503,15/06/2013,3,4,16,22,36,42,0,111,8448,
1504,19/06/2013,2,10,12,30,41,42,0,74,5957,
1505,22/06/2013,1,2,6,9,16,32,0,263,15199,
1506,26/06/2013,3,14,18,34,42,49,0,182,10892,
1507,29/06/2013,24,46,50,51,52,56,0,93,7021,
1508,03/07/2013,17,18,30,35,39,58,2,115,10276,TERESÓPOLIS RJ   SÃO PAULO SP
1509,06/07/2013,1,6,27,46,51,59,0,71,5633,
1510,10/07/2013,1,8,17,44,46,53,1,95,9101,PONTA GROSSA PR
1511,13/07/2013,4,8,17,29,31,45,0,138,7658,
1512,17/07/2013,11,28,35,42,46,58,0,94,5874,
1513,20/07/2013,17,28,31,56,57,58,0,44,4837,
1514,24/07/2013,16,17,23,42,59,60,1,66,6219,TOLEDO PR
1515,27/07/2013,4,13,14,18,49,59,1,111,8567,SAPUCAIA DO SUL RS
1516,31/07/2013,4,18,20,34,45,60,1,56,3946,NOVO PROGRESSO PA
1517,03/08/2013,7,17,38,45,52,56,0,60,5366,
1518,06/08/2013,8,9,28,41,48,55,0,28,2892,
1519,08/08/2013,5,6,15,23,56,59,0,72,5886,
1520,10/08/2013,7,31,35,36,46,48,0,43,5886,
1521,14/08/2013,11,14,18,30,33,39,1,134,9266,NOVA IGUAÇU RJ
1522,17/08/2013,5,8,23,32,33,56,0,93,6765,
1523,21/08/2013,22,25,31,39,41,44,0,61,4254,
1524,24/08/2013,2,12,40,46,52,53,0,53,4637,
1525,28/08/2013,2,26,30,35,46,54,0,67,6260,
1526,31/08/2013,10,16,28,47,51,59,1,149,10735,SÃO PAULO SP
1527,04/09/2013,16,32,36,42,44,48,0,92,5439,
1528,06/09/2013,4,13,15,19,36,58,0,101,7347,
1529,11/09/2013,11,15,17,34,35,49,1,75,6622,CAMPINA GRANDE DO SUL PR
1530,14/09/2013,10,16,28,33,48,53,2,138,9644,GUARULHOS SP   Ribeirão Preto SP
1531,18/09/2013,12,13,24,41,42,44,0,108,5944,
1532,21/09/2013,2,11,23,31,42,44,3,91,5676,PONTA PORÃ MS   SÃO PAULO SP
1533,25/09/2013,13,21,29,34,47,57,0,89,5659,
1534,28/09/2013,1,12,28,29,34,48,1,89,6196,ITALVA RJ
1535,02/10/2013,8,9,25,41,54,55,0,63,6058,
1536,05/10/2013,13,18,29,32,50,58,0,89,7408,
1537,09/10/2013,6,10,33,50,51,56,1,209,11870,VITÓRIA ES
1538,11/10/2013,23,27,35,52,53,57,1,132,5238,RIBEIRÃOZINHO MT
1539,16/10/2013,8,10,20,26,49,58,0,53,4366,
1540,19/10/2013,3,17,27,32,47,54,0,299,14429,
1541,23/10/2013,5,24,37,44,49,58,0,205,12026,
1542,26/10/2013,7,11,12,30,39,57,0,154,11783,
1543,30/10/2013,7,15,20,23,30,41,0,182,13138,
1544,01/11/2013,2,21,30,35,45,50,0,152,10385,
1545,06/11/2013,4,6,11,24,45,48,1,680,45410,MAUÁ SP
1546,09/11/2013,4,17,38,44,53,60,0,100,6673,
1547,13/11/2013,2,9,10,18,21,28,1,227,11559,RECIFE PE
1548,16/11/2013,19,41,42,44,47,54,0,45,3429,
1549,20/11/2013,10,12,16,20,32,53,1,66,6564,LONDRINA PR
1550,23/11/2013,9,13,21,27,36,56,1,229,14109,MONTANHA ES
1551,27/11/2013,2,15,19,21,23,38,1,131,7631,BOA VISTA RR
1552,30/11/2013,7,18,24,26,39,46,0,122,7839,
1553,04/12/2013,20,21,22,29,46,60,0,48,3788,
1554,07/12/2013,30,32,49,50,52,53,0,60,4098,
1555,11/12/2013,2,5,23,33,52,59,0,167,13033,
1556,14/12/2013,1,4,7,10,11,52,0,549,26705,
1557,17/12/2013,4,16,18,31,45,46,0,123,8744,
1558,19/12/2013,7,15,17,31,42,54,0,186,11538,
1559,21/12/2013,8,12,16,29,37,58,1,317,16431,OLÍMPIA SP
1560,31/12/2013,20,30,36,38,47,53,4,1147,90376,MACEIÓ AL   TEOFILÂNDIA BA   CURITIBA PR   PALOTINA PR
1561,02/01/2014,23,26,28,54,55,60,0,20,1669,
1562,04/01/2014,10,12,23,37,47,51,0,59,4384,
1563,09/01/2014,1,6,13,20,36,43,1,202,10395,ARROIO GRANDE RS
1564,11/01/2014,25,38,44,46,53,54,1,71,5602,RIO DE JANEIRO RJ
1565,15/01/2014,18,37,39,41,43,51,0,52,5157,
1566,18/01/2014,5,6,11,32,36,60,1,133,8797,ITAGUAÍ RJ
1567,22/01/2014,2,15,30,38,48,53,0,59,4463,
1568,25/01/2014,19,24,25,28,42,58,0,103,7192,
1569,29/01/2014,5,15,18,31,42,53,0,81,6718,
1570,01/02/2014,15,18,24,42,46,56,0,225,11903,
1571,05/02/2014,3,29,32,46,55,60,0,176,11857,
1572,08/02/2014,20,27,42,45,46,47,0,93,11613,
1573,12/02/2014,7,16,21,35,36,38,0,230,19015,
1574,15/02/2014,6,27,28,33,46,48,0,459,29794,
1575,19/02/2014,1,4,5,14,45,56,1,709,42590,SANTA BÁRBARA DOESTE SP
1576,22/02/2014,13,15,21,26,30,46,0,88,5886,
1577,26/02/2014,11,14,25,32,51,59,1,86,6004,RIO DE JANEIRO RJ
1578,01/03/2014,3,6,30,37,53,56,0,107,6347,
1579,05/03/2014,25,34,40,49,51,60,0,23,2180,
1580,08/03/2014,1,6,14,17,33,36,2,378,20400,RIO DE JANEIRO RJ   SÃO PAULO SP
1581,12/03/2014,14,15,25,30,31,34,0,41,4202,
1582,15/03/2014,1,4,13,17,38,48,1,125,10807,SÃO PAULO SP
1583,19/03/2014,2,9,17,18,45,47,0,130,7907,
1584,22/03/2014,3,22,27,28,50,54,0,97,7379,
1585,26/03/2014,2,43,47,48,49,55,0,103,8235,
1586,29/03/2014,8,39,43,46,47,58,0,150,10556,
1587,02/04/2014,8,19,21,30,52,56,0,179,12440,
1588,05/04/2014,23,29,32,36,45,49,2,353,21216,UBERLÂNDIA MG   SÃO PAULO SP
1589,09/04/2014,4,5,11,19,41,51,0,87,7815,
1590,12/04/2014,7,20,34,40,44,55,0,89,8050,
1591,16/04/2014,4,10,23,33,38,55,1,278,16180,FIGUEIRÃO MS
1592,19/04/2014,31,36,38,41,42,49,0,23,2341,
1593,23/04/2014,4,9,17,18,21,38,1,136,8689,RESTINGA SP
1594,26/04/2014,6,7,8,23,43,53,0,71,6341,
1595,30/04/2014,2,5,8,42,46,59,2,236,12387,RIBEIRÃO PRETO SP
1596,03/05/2014,1,5,7,10,12,45,1,380,16970,Curitiba PR
1597,07/05/2014,5,10,16,44,50,52,0,57,5638,
1598,10/05/2014,29,31,36,42,47,53,0,121,6776,
1599,14/05/2014,3,10,15,35,36,58,1,135,8922,LOANDA PR
1600,17/05/2014,9,23,32,35,46,57,1,110,8443,PETRÓPOLIS RJ
1601,21/05/2014,8,10,24,45,56,60,0,90,5373,
1602,24/05/2014,8,12,22,35,40,44,1,69,6039,RIO DE JANEIRO RJ
1603,28/05/2014,13,20,27,31,53,60,0,64,4652,
1604,31/05/2014,2,21,24,27,40,51,0,62,5333,
1605,04/06/2014,9,19,21,30,31,42,0,87,6694,
1606,07/06/2014,1,15,37,42,46,54,1,101,9327,MACAÍBA RN
1607,11/06/2014,7,31,32,41,51,52,0,91,2820,
1608,14/06/2014,5,6,17,43,54,59,0,79,5998,
1609,18/06/2014,2,6,13,26,53,60,0,140,8573,
1610,21/06/2014,1,4,9,35,36,53,0,173,9626,
1611,25/06/2014,24,28,47,50,51,58,0,97,6367,
1612,28/06/2014,6,13,17,36,42,51,2,261,16822,FEIRA DE SANTANA BA   RIO DE JANEIRO RJ
1613,02/07/2014,4,18,31,44,46,49,0,103,5801,
1614,05/07/2014,14,17,21,27,43,49,1,149,7458,SÃO PAULO SP
1615,09/07/2014,5,20,26,31,33,44,0,71,5701,
1616,12/07/2014,28,31,40,42,46,58,0,185,6475,
1617,16/07/2014,3,23,26,31,47,54,2,265,13116,UBERLÂNDIA MG   SANTO ANDRÉ SP
1618,19/07/2014,9,20,24,43,51,52,1,32,3161,FLORESTA PR
1619,23/07/2014,5,8,17,42,46,47,0,92,7438,
1620,26/07/2014,13,23,27,34,38,57,0,136,9539,
1621,30/07/2014,10,22,24,38,39,49,1,81,6823,PORTO ALEGRE RS
1622,02/08/2014,4,5,7,21,45,53,0,107,7833,
1623,05/08/2014,33,43,49,50,56,59,0,28,1825,
1624,07/08/2014,2,27,32,41,47,58,0,76,4576,
1625,09/08/2014,11,22,36,40,45,52,0,77,6419,
1626,13/08/2014,3,5,14,35,43,52,0,158,12451,
1627,16/08/2014,20,26,32,41,45,57,1,130,9306,DORES DO INDAIÁ MG
1628,20/08/2014,26,29,34,38,50,60,0,36,2795,
1629,23/08/2014,4,20,24,35,47,59,0,92,5701,
1630,27/08/2014,1,7,30,43,44,54,0,81,6412,
1631,30/08/2014,4,29,44,47,48,60,0,140,9659,
1632,03/09/2014,6,18,24,27,56,59,1,244,16339,Ribeirão Preto SP
1633,06/09/2014,1,2,11,13,36,49,0,99,7430,
1634,10/09/2014,9,10,23,33,44,51,1,110,6257,Curitiba PR
1635,13/09/2014,8,23,28,30,32,51,0,112,6874,
1636,17/09/2014,19,26,33,35,51,52,0,90,8474,
1637,20/09/2014,1,5,24,47,55,56,0,144,11489,
1638,24/09/2014,1,2,38,41,42,58,0,143,9363,
1639,27/09/2014,16,29,34,35,49,51,2,228,13321,COLATINA ES   CAMPO GRANDE MS
1640,01/10/2014,2,6,18,23,31,46,2,253,12809,BARRA DO PIRAÍ RJ   SÃO PAULO SP
1641,04/10/2014,23,29,30,33,46,51,0,47,4951,
1642,08/10/2014,3,23,42,43,47,60,0,53,5355,
1643,11/10/2014,16,19,20,28,37,60,0,60,5152,
1644,15/10/2014,10,13,16,22,34,60,0,92,8884,
1645,18/10/2014,8,18,21,31,37,38,0,137,8400,
1646,22/10/2014,19,23,34,40,41,58,0,126,10700,
1647,25/10/2014,12,17,23,38,53,54,1,259,20655,TOBIAS BARRETO SE
1648,29/10/2014,15,16,18,20,22,48,0,98,5545,
1649,01/11/2014,24,33,38,42,44,54,0,99,7522,
1650,05/11/2014,17,23,29,38,57,60,0,133,10962,
1651,08/11/2014,8,27,35,38,41,44,0,145,12024,
1652,12/11/2014,7,24,26,28,44,57,0,391,22215,
1653,14/11/2014,1,21,22,27,32,45,0,134,12071,
1654,19/11/2014,7,16,33,42,50,58,0,249,19592,
1655,22/11/2014,7,24,28,46,53,56,2,704,39616,CIANORTE PR   RIO DE JANEIRO RJ
1656,26/11/2014,4,6,11,43,54,56,0,55,5037,
1657,29/11/2014,7,10,14,37,45,54,1,170,9969,BURITAMA SP
1658,03/12/2014,7,11,19,23,40,49,1,110,7011,RIO DE JANEIRO RJ
1659,06/12/2014,4,10,20,33,37,49,0,95,6810,
1660,10/12/2014,8,17,34,38,42,51,1,218,11526,BARRA DO PIRAÍ RJ
1661,13/12/2014,13,16,27,43,48,58,0,70,6712,
1662,17/12/2014,10,14,25,29,33,57,2,160,8641,BRASÍLIA DF   GUARANIAÇU PR
1663,20/12/2014,18,20,27,40,49,55,0,28,3524,
1664,24/12/2014,8,21,23,29,36,48,1,131,8211,RECIFE PE
1665,31/12/2014,1,5,11,16,20,56,4,2581,168546,BRASÍLIA DF   SANTA RITA DO TRIVELATO MT   SÃO PAULO SP
1666,03/01/2015,1,2,23,27,45,51,0,82,5042,
1667,07/01/2015,7,12,24,44,51,56,1,143,7934,VILA VELHA ES
1668,10/01/2015,5,40,47,52,55,57,0,42,3171,
1669,14/01/2015,28,29,31,45,48,49,0,54,3941,
1670,17/01/2015,1,17,19,30,33,47,0,132,10142,
1671,21/01/2015,21,27,31,45,55,56,0,71,5343,
1672,24/01/2015,1,3,5,10,20,42,1,566,28440,SOROCABA SP
1673,28/01/2015,5,10,23,24,35,47,0,97,7613,
1674,31/01/2015,22,30,42,50,58,59,0,49,2994,
1675,04/02/2015,3,18,34,35,36,56,1,139,10903,JUNDIAÍ SP
1676,07/02/2015,1,2,11,37,48,51,0,46,4406,
1677,11/02/2015,10,15,28,33,51,52,2,154,7597,PARÁ DE MINAS MG   SÃO PAULO SP
1678,14/02/2015,9,11,17,19,35,52,0,111,6955,
1679,18/02/2015,1,2,27,28,46,47,1,35,3289,Curitiba PR
1680,21/02/2015,23,37,38,46,47,51,1,298,5821,PORTO ALEGRE RS
1681,25/02/2015,1,6,8,11,33,50,1,90,6663,SÃO PAULO SP
1682,28/02/2015,7,13,35,37,39,51,0,201,8761,
1683,04/03/2015,4,12,32,33,34,48,1,80,6925,SANTO ANDRÉ SP
1684,07/03/2015,9,12,18,31,39,50,0,49,4143,
1685,11/03/2015,3,18,31,39,46,51,0,134,7584,
1686,14/03/2015,9,14,37,44,46,55,3,117,8999,SANTA TERESA ES   IBIUNA SP   SERTÃOZINHO SP
1687,18/03/2015,15,24,37,46,49,58,1,75,4522,RECIFE PE
1688,21/03/2015,18,23,30,32,42,56,0,47,4355,
1689,25/03/2015,2,5,13,27,41,53,2,185,9634,REDENÇÃO PA   SÃO PAULO SP
1690,28/03/2015,21,24,26,35,45,53,0,63,5708,
1691,01/04/2015,1,10,24,39,45,58,0,145,9387,
1692,04/04/2015,11,13,14,27,44,56,0,180,12447,
1693,08/04/2015,5,15,18,19,21,38,0,178,13997,
1694,11/04/2015,20,29,34,37,45,57,1,348,10854,TOLEDO PR
1695,15/04/2015,24,36,38,43,44,58,0,128,8910,
1696,18/04/2015,1,12,17,31,37,46,1,135,9824,DIAMANTINA MG
1697,22/04/2015,8,23,30,51,53,58,0,62,3593,
1698,25/04/2015,11,13,24,28,44,45,0,132,8869,
1699,29/04/2015,1,6,10,30,33,38,0,189,9424,
1700,02/05/2015,15,18,41,48,50,58,1,65,5380,CAMBUCI RJ
1701,05/05/2015,3,9,18,32,40,56,1,59,3328,RIBEIRA DO POMBAL BA
1702,07/05/2015,17,19,33,35,39,52,1,139,5963,ARAPIRACA AL
1703,09/05/2015,3,23,26,35,39,49,0,75,4451,
1704,13/05/2015,1,7,11,32,51,59,0,74,6399,
1705,16/05/2015,25,27,29,37,50,51,0,60,6095,
1706,20/05/2015,12,31,34,36,48,56,1,136,10756,CAMPO GRANDE MS
1707,23/05/2015,7,16,20,27,36,52,0,65,4048,
1708,27/05/2015,17,29,32,38,45,50,0,72,4174,
1709,30/05/2015,7,19,30,35,42,47,0,102,6499,
1710,03/06/2015,7,21,28,56,58,59,0,90,6845,
1711,06/06/2015,22,26,38,39,45,50,0,85,6112,
1712,10/06/2015,2,12,19,29,50,59,0,169,9443,
1713,13/06/2015,3,10,16,23,27,29,2,388,21476,MARINGÁ PR   RIO DE JANEIRO RJ
1714,17/06/2015,2,8,24,36,51,52,0,106,5421,
1715,20/06/2015,16,20,35,40,53,60,0,58,4649,
1716,24/06/2015,2,25,36,41,42,53,1,62,5896,SÃO PAULO SP
1717,27/06/2015,2,9,16,37,44,58,0,122,4934,
1718,01/07/2015,4,30,31,32,47,53,0,49,3197,
1719,04/07/2015,1,22,31,34,44,54,0,45,3009,
1720,07/07/2015,18,23,31,39,49,57,0,47,3410,
1721,09/07/2015,4,12,19,33,36,38,1,188,9668,ITAPEVI SP
1722,11/07/2015,9,23,39,41,49,58,0,33,2640,
1723,15/07/2015,14,27,30,46,52,60,0,54,3169,
1724,18/07/2015,27,33,37,39,58,60,0,53,4281,
1725,22/07/2015,16,18,26,30,31,34,0,51,5054,
1726,25/07/2015,3,10,42,49,54,57,0,111,7581,
1727,29/07/2015,4,6,19,20,40,41,1,122,8814,SÃO PAULO SP
1728,01/08/2015,3,8,28,39,42,59,0,45,3617,
1729,04/08/2015,7,14,23,43,44,53,0,39,2553,
1730,06/08/2015,1,10,17,24,42,51,2,195,10089,PORTO ALEGRE RS   SANTA MARIA RS
1731,08/08/2015,5,18,27,43,49,59,0,68,4160,
1732,12/08/2015,25,34,38,45,53,60,1,73,3177,RIO DE JANEIRO RJ
1733,15/08/2015,3,5,9,14,41,46,1,63,4818,BAIXO GUANDÚ ES
1734,19/08/2015,12,17,25,29,41,52,0,64,3315,
1735,22/08/2015,6,16,33,34,45,46,0,86,4779,
1736,26/08/2015,12,13,24,29,32,41,0,105,6581,
1737,29/08/2015,5,8,42,50,51,59,0,73,5770,
1738,02/09/2015,12,28,37,46,48,53,1,96,6889,GUAÍRA PR
1739,05/09/2015,9,10,17,32,34,46,0,51,4020,
1740,09/09/2015,10,15,25,38,47,53,0,62,4599,
1741,12/09/2015,15,18,20,32,48,49,1,82,6448,Curitiba PR
1742,16/09/2015,11,19,21,23,27,52,0,83,4483,
1743,19/09/2015,4,10,29,31,34,35,0,40,3955,
1744,23/09/2015,9,12,14,29,42,56,0,96,5272,
1745,26/09/2015,9,13,18,47,52,60,0,128,6976,
1746,30/09/2015,6,18,37,40,41,58,0,106,5849,
1747,03/10/2015,6,33,34,48,53,59,2,93,8700,ITAÍ SP   SÃO PAULO SP
1748,07/10/2015,2,10,13,41,49,53,0,76,3731,
1749,10/10/2015,3,13,14,29,33,43,0,78,7101,
1750,13/10/2015,15,17,20,31,41,48,0,23,1865,
1751,15/10/2015,15,22,23,42,51,57,0,47,4580,
1752,17/10/2015,9,36,37,53,55,60,0,70,5668,
1753,21/10/2015,8,15,29,35,45,54,1,149,8929,BRASÍLIA DF
1754,24/10/2015,20,27,30,31,40,53,0,22,1958,
1755,28/10/2015,2,5,8,18,30,48,0,123,8784,
1756,31/10/2015,6,13,14,28,35,45,0,134,10310,
1757,04/11/2015,13,25,28,37,43,56,0,311,11196,
1758,07/11/2015,6,11,16,23,36,42,0,230,13800,
1759,10/11/2015,2,14,21,22,51,60,0,70,5957,
